episode,uav1_score,uav2_score,uav3_score,target1_score,target2_score,target3_score,target4_score,target5_score
7999,-20.2,-20.2,-20.2,0.0,0.0,0.0,0.0,0.0
7999,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
7999,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
7999,-20.2,-20.2,-20.2,0.0,0.0,0.0,0.0,0.0
7999,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
7999,-20.2,-20.2,-20.2,0.0,0.0,0.0,0.0,0.0
7999,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
7999,-20.2,-20.2,-20.2,0.0,0.0,0.0,0.0,0.0
